Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EMITF,Elbit Imaging Ltd.,1.76,$16.18M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,120.37,$5.15B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",35.85,$2.78B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,1.4379,$39.7M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.4,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
ESIO,"Electro Scientific Industries, Inc.",29.01,$994.94M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esio
ECOR,"electroCore, Inc.",6.41,$188.77M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,82.67,$24.98B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",27.18,$1.19B,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.63,$12.33M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),19.85,$60.31M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",16,$557.72M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,3.02,$6.13M,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,31.96,$688.9M,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,32.75,$74.38M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,4.45,$122.35M,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.76,$48.56M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",14.88,$511.92M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",78.99,$1.53B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,26.99,$832.7M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,48.06,$1B,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,12.64,$2.84B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",23.6,$1.94B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",0.8622,$89.2M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,3.97,$15.57M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,1.49,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",8.25,$1.19B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,8,$208.76M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",1.19,$14.37M,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
EHR,"Energy Hunter Resources, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ehr
ERII,"Energy Recovery, Inc.",7.89,$424.97M,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ENG,ENGlobal Corporation,0.8501,$23.39M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",5.21,$553.97M,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,176.97,$3.8B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRP,Enstar Group Limited,24.93,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ETTX,Entasis Therapeutics Holdings Inc.,6.71,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
ENFC,Entegra Financial Corp.,23.5,$161.95M,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",27.5,$3.89B,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,5.3,$60.57M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.9,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
EBTC,Enterprise Bancorp Inc,33.56,$392.48M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,44.7,$1.03B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
EPZM,"Epizyme, Inc.",7.43,$588.22M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,77.79,$1.07B,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
EQ,"Equillium, Inc.",19.44,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq
EQIX,"Equinix, Inc.",380.4,$30.58B,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
EQBK,"Equity Bancshares, Inc.",37.85,$597.56M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,8.34,$27.81B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,132.8,$6.94B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
ERYP,Erytech Pharma S.A.,7.22,$129.51M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
ESCA,"Escalade, Incorporated",12,$173.28M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",50.17,$1.35B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",25.75,$191.73M,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",16.1,$189.83M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,2.61,$16.47M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,12.74,$479.56M,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd
ESTA,Establishment Labs Holdings Inc.,24.9,$511.4M,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta
ESTR,"Estre Ambiental, Inc.",4,$204.75M,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
ESTRW,"Estre Ambiental, Inc.",0.14,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.22,$406.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,31.16,$473.63M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
ETON,"Eton Pharmaceutcials, Inc.",6.09,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton
ETSY,"Etsy, Inc.",45.27,$5.45B,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.28,$6.76M,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
EDRY,EuroDry Ltd.,9.88,$22.27M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry
EEFT,"Euronet Worldwide, Inc.",111.32,$5.74B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.02,$11.5M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
EVLO,"Evelo Biosciences, Inc.",9.01,$285.99M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo
EVBG,"Everbridge, Inc.",47.02,$1.39B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",3.95,$58.45M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
EVER,"EverQuote, Inc.",6,$149.63M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever
MRAM,"Everspin Technologies, Inc.",7.12,$121.71M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.05,$69.66M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv
EVOP,"EVO Payments, Inc.",24.61,$2B,2018,n/a,n/a,https://www.nasdaq.com/symbol/evop
EVFM,"Evofem Biosciences, Inc.",3.2,$82.78M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,2.4755,$63.75M,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",2.42,$42.17M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
EOLS,"Evolus, Inc.",14.8,$403.67M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
EVOL,"Evolving Systems, Inc.",1.45,$17.57M,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,67.06,$8.24B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,39.8,$15.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,35.3,$162.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo
XELA,"Exela Technologies, Inc.",4.53,$684.58M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",18.07,$5.4B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.27,$77.13M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",55.98,$1.92B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
EXPI,"eXp World Holdings, Inc.",11.16,$641.42M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
EXPE,"Expedia Group, Inc.",113.14,$16.85B,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",73.23,$12.64B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",50.69,$2.64B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,96.81,$54.59B,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx
STAY,"Extended Stay America, Inc.",18.31,$3.45B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay
XOG,"Extraction Oil & Gas, Inc.",6.46,$1.14B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",6.18,$731.33M,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",0.5409,$23.5M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.06,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",2.6,$26M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
EYPT,"EyePoint Pharmaceuticals, Inc.",2.23,$211.53M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",9.55,$521.29M,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",168.12,$10.19B,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",131.73,$378.56B,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FLMN,Falcon Minerals Corporation,7.7,$661.08M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,1.33,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
DAVE,"Famous Dave&#39;s of America, Inc.",5.3,$48.19M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,25.95,$1.69B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,24.26,$411.88M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",41.95,$388.62M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
FMNB,Farmers National Banc Corp.,13.34,$368.73M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb
FAMI,"FARMMI, INC.",4.88,$57M,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
FARO,"FARO Technologies, Inc.",45.24,$780.52M,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,55.86,$16.03B,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,6.33,$71.8M,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",12.48,$805.19M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",22,$83.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FSAC,Federal Street Acquisition Corp.,10.09,$152M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac
FSACU,Federal Street Acquisition Corp.,10.82,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu
FSACW,Federal Street Acquisition Corp.,0.9,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw
FNHC,FedNat Holding Company,22.9,$291.56M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc
FENC,Fennec Pharmaceuticals Inc.,6.98,$133.35M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,4.72,$811.73M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",10.9,$72.08M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
FCSC,Fibrocell Science Inc.,2.12,$19.75M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",40.32,$3.43B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",57.99,$217.58M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,272.72,$1.45B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,22.84,$622.85M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,13.97,$341.75M,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus
FDUSL,Fidus Investment Corporation,25.165,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
FRGI,"Fiesta Restaurant Group, Inc.",19.11,$520.88M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi
FITB,Fifth Third Bancorp,26.71,$17.51B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,26.62,$479.16M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
FISI,"Financial Institutions, Inc.",29.05,$462.62M,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,21.87,$2.57B,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",2.68,$73.01M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
FTACU,FinTech Acquisition Corp. III,10.02,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ftacu
FEYE,"FireEye, Inc.",18.5,$3.64B,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,39.49,$1.17B,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",28.6,$310.45M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,11.7,$218.37M,2013,n/a,n/a,https://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,27.89,$1.36B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",20.93,$183.35M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",39.5,$132.57M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap
FCBP,First Choice Bancorp,22.3,$160.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp
FCNCA,"First Citizens BancShares, Inc.",424.36,$5.01B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bankshares, Inc.",34.06,$564.54M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,23.39,$177.88M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco
FDEF,First Defiance Financial Corp.,27.4,$558.99M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,27.09,$2.65B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,15.965,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",64.74,$4.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,46.32,$567.65M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",15.76,$172.01M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,16.14,$717.33M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",19.6,$172.62M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",24.93,$3.36B,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,24.68,$251.28M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,25.1615,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl
FIBK,"First Interstate BancSystem, Inc.",42.27,$2.56B,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,40.99,$2.04B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",35.75,$546.62M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",22.66,$2.41B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi
FNWB,First Northwest Bancorp,15.44,$177.33M,2015,Finance,Banks,https://www.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",60.13,$137.82M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg
FSLR,"First Solar, Inc.",43.34,$4.54B,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.89,$18.82M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.1999,$32.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,24.76,$159.7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,13.3666,$149.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fbz
FTHI,First Trust BuyWrite Income ETF,21.41,$58.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi
FCAL,First Trust California Municipal High income ETF,49.52,$19.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,21.36,$9.61M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,50.9,$1.29B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,19.97,$41.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,25.4515,$8.91M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,49.28,$1.68B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skyy
RNDM,First Trust Developed International Equity Select ETF,46.75,$23.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndm
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,51.12,$1.04B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,35.575,$10.67M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,24.53,$529.85M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,26.35,$2.31B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,17.95,$588.76M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifv
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,22.89,$32.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddiv
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,19.2201,$13.45M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvol
DVLU,First Trust Dorsey Wright Momentum & Value ETF,17.3269,$12.13M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvlu
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,27.78,$37.5M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwpp
DALI,First Trust DorseyWright DALI 1 ETF,17.99,$47.67M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dali
FDNI,First Trust Dow Jones International Internet ETF,18.78,$1.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdni
FEM,First Trust Emerging Markets AlphaDEX Fund,23.29,$446M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fem
RNEM,First Trust Emerging Markets Equity Select ETF,48.14,$4.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,36.72,$56.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,33.8779,$169.39M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,59.94,$3.39B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,32.44,$705.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,36.175,$66.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,40.152,$164.62M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,18.61,$196.4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftgc
FTLB,First Trust Hedged BuyWrite Income ETF,21.38,$10.69M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb
HYLS,First Trust High Yield Long/Short ETF,46.42,$1.28B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,34.9848,$3.5M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk
NFTY,First Trust India Nifty 50 Equal Weight ETF,34.21,$3.42M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfty
FTAG,First Trust Indxx Global Agriculture ETF,23.24,$4.41M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.61,$8.13M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri
LEGR,First Trust Indxx Innovative Transaction & Process ETF,26.745,$45.47M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/legr
FPXI,First Trust International IPO ETF,30.9,$23.18M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxi
FPXE,First Trust IPOX Europe Equity Opportunities ETF,17.34,$1.73M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxe
FJP,First Trust Japan AlphaDEX Fund,51.1241,$163.6M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,55.9,$1.34B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex
